,Company,Location,Type,Title,Description,Company_url,Company_logo,Latitude,Longitude
62,The Atlantic,"Washington, DC & New York, NY",Full Time,Senior Front End Developer,,http://theatlantic.com,,40.731626,-73.999108
63,The Atlantic,"Washington, DC & New York, NY",Full Time,Senior Front End Developer,"<p>The Atlantic is a digital-first media company with over 160 years of history and 36 million readers a month. Founded in 1857 and today one of the fastest-growing media platforms in the industry, The Atlantic has throughout its history championed the power of big ideas and continues to shape global debate through our two websites: TheAtlantic.com and CityLab.com. We work in a fast-paced, team-oriented environment out of our office in the historic Watergate complex in Washington DC. The role can be based in either Washington, DC or New York, NY.</p>
<p><strong>Who You Are</strong></p>
<p>You are an experienced developer and solid communicator with an interest in journalism and the media business.</p>
<p>You’re well versed in the modern front-end: ES6, SCSS, understand what makes good markup, and how to best use the capabilities of the browser. You know how to collaborate with designers, are knowledgeable about CSS conventions and naming methodologies such as BEM, SMACSS, OOCSS, and can describe their relative merits. Your experience has taught you the architectural strategies and practices that are necessary for organizing and maintaining front end code that can scale as our team continues to grow.</p>
<p>Above all, you’re a creative problem solver: able to devise and deliver practical, maintainable software that addresses Atlantic staffers’ and readers’ needs.</p>
<p><strong>Primary Responsibilities:</strong></p>
<ul>
<li>Implement new features for TheAtlantic.com and CityLab.com where they will be viewed by millions of people</li>
<li>Champion ways to improve our front end tech stack, including tooling, unit testing, and architecture</li>
<li>Collaborate with team members to plan projects, creating technical road maps and breaking projects up into individual tasks as necessary</li>
<li>Mentor junior developers and act as a subject expert</li>
<li>Thinks strategically and systematically when planning or coding a project, always keeping in mind long term maintainability</li>
<li>Work to continually reduce our front end website load time</li>
<li>Communicate and collaborate with both technical and non-technical members of the team</li>
</ul>
<p><strong>Requirements:</strong>
-Experience architecting a front end codebase at scale
-Strong technical and non-technical communication skills
-Able to write semantic and accessible markup that our growing team can easily maintain and iterate with
-Able to look at a design and break it into well organized reusable components
-Comfortable with Git for version control
-Effective time management when working on multiple projects
-Passionate about front end performance with up-to-date knowledge of current techniques
-Familiar with Node.js
-Knowledgeable about modern JavaScript frameworks but comfortable working in vanilla JS as appropriate
-Able to provide a code sample demonstrating expertise at writing and organizing CSS, HTML, and JavaScript suitable for a complex, fast-changing website</p>
<p><strong>Benefits</strong></p>
<p>Employees at The Atlantic are entitled to benefits including: 401(k) savings plan with employer match, health care with domestic partner coverage, flexible vacation and sick leave policy, commuter benefits, and rooftop happy hours with one of the best views in DC.</p>
<p><strong>Atlantic Media Values:</strong></p>
<p>Across Atlantic Media, generally, the firm looks for two “pillar gifts” in you, and everyone else.  In all of us, these are more aspirational than actual, but they are central in our intentions –</p>
<ul>
<li>
<strong>Force of Ideas</strong>: At the center of Atlantic Media work are the ideas within our writing. We believe that ideas – to the good and not – have consequence. Our highest work is bringing rigor, insight, intellectual integrity, to that ultimate purpose of separating the bad from the good, and giving voice to the latter.</li>
<li>
<strong>Spirit of Generosity</strong>: Atlantic Media seeks in its ranks those with natural disposition toward service and selfless conduct. Atlantic Media writing should be cut from the same cloth – critical on the merits, but informed by charity and forbearance in measuring motive and personal character.</li>
</ul>
<p><em>Atlantic Media is an EOE of Minorities/Women/Vets/Disability.</em></p>
<p>Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.</p>
",http://theatlantic.com,,40.731626,-73.999108
64,The Atlantic,"Washington, DC & New York, NY",Full Time,Senior Front End Developer,"<p>The Atlantic is a digital-first media company with over 160 years of history and 36 million readers a month. Founded in 1857 and today one of the fastest-growing media platforms in the industry, The Atlantic has throughout its history championed the power of big ideas and continues to shape global debate through our two websites: TheAtlantic.com and CityLab.com. We work in a fast-paced, team-oriented environment out of our office in the historic Watergate complex in Washington DC. The role can be based in either Washington, DC or New York, NY.</p>
<p><strong>Who You Are</strong></p>
<p>You are an experienced developer and solid communicator with an interest in journalism and the media business.</p>
<p>You’re well versed in the modern front-end: ES6, SCSS, understand what makes good markup, and how to best use the capabilities of the browser. You know how to collaborate with designers, are knowledgeable about CSS conventions and naming methodologies such as BEM, SMACSS, OOCSS, and can describe their relative merits. Your experience has taught you the architectural strategies and practices that are necessary for organizing and maintaining front end code that can scale as our team continues to grow.</p>
<p>Above all, you’re a creative problem solver: able to devise and deliver practical, maintainable software that addresses Atlantic staffers’ and readers’ needs.</p>
<p><strong>Primary Responsibilities:</strong></p>
<ul>
<li>Implement new features for TheAtlantic.com and CityLab.com where they will be viewed by millions of people</li>
<li>Champion ways to improve our front end tech stack, including tooling, unit testing, and architecture</li>
<li>Collaborate with team members to plan projects, creating technical road maps and breaking projects up into individual tasks as necessary</li>
<li>Mentor junior developers and act as a subject expert</li>
<li>Thinks strategically and systematically when planning or coding a project, always keeping in mind long term maintainability</li>
<li>Work to continually reduce our front end website load time</li>
<li>Communicate and collaborate with both technical and non-technical members of the team</li>
</ul>
<p><strong>Requirements:</strong>
-Experience architecting a front end codebase at scale
-Strong technical and non-technical communication skills
-Able to write semantic and accessible markup that our growing team can easily maintain and iterate with
-Able to look at a design and break it into well organized reusable components
-Comfortable with Git for version control
-Effective time management when working on multiple projects
-Passionate about front end performance with up-to-date knowledge of current techniques
-Familiar with Node.js
-Knowledgeable about modern JavaScript frameworks but comfortable working in vanilla JS as appropriate
-Able to provide a code sample demonstrating expertise at writing and organizing CSS, HTML, and JavaScript suitable for a complex, fast-changing website</p>
<p><strong>Benefits</strong></p>
<p>Employees at The Atlantic are entitled to benefits including: 401(k) savings plan with employer match, health care with domestic partner coverage, flexible vacation and sick leave policy, commuter benefits, and rooftop happy hours with one of the best views in DC.</p>
<p><strong>Atlantic Media Values:</strong></p>
<p>Across Atlantic Media, generally, the firm looks for two “pillar gifts” in you, and everyone else.  In all of us, these are more aspirational than actual, but they are central in our intentions –</p>
<ul>
<li>
<strong>Force of Ideas</strong>: At the center of Atlantic Media work are the ideas within our writing. We believe that ideas – to the good and not – have consequence. Our highest work is bringing rigor, insight, intellectual integrity, to that ultimate purpose of separating the bad from the good, and giving voice to the latter.</li>
<li>
<strong>Spirit of Generosity</strong>: Atlantic Media seeks in its ranks those with natural disposition toward service and selfless conduct. Atlantic Media writing should be cut from the same cloth – critical on the merits, but informed by charity and forbearance in measuring motive and personal character.</li>
</ul>
<p><em>Atlantic Media is an EOE of Minorities/Women/Vets/Disability.</em></p>
<p>Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.</p>
",http://theatlantic.com,,40.731626,-73.999108
65,The Atlantic,"Washington, DC & New York, NY",Full Time,Senior Front End Developer,"<p>The Atlantic is a digital-first media company with over 160 years of history and 36 million readers a month. Founded in 1857 and today one of the fastest-growing media platforms in the industry, The Atlantic has throughout its history championed the power of big ideas and continues to shape global debate through our two websites: TheAtlantic.com and CityLab.com. We work in a fast-paced, team-oriented environment out of our office in the historic Watergate complex in Washington DC. The role can be based in either Washington, DC or New York, NY.</p>
<p><strong>Who You Are</strong></p>
<p>You are an experienced developer and solid communicator with an interest in journalism and the media business.</p>
<p>You’re well versed in the modern front-end: ES6, SCSS, understand what makes good markup, and how to best use the capabilities of the browser. You know how to collaborate with designers, are knowledgeable about CSS conventions and naming methodologies such as BEM, SMACSS, OOCSS, and can describe their relative merits. Your experience has taught you the architectural strategies and practices that are necessary for organizing and maintaining front end code that can scale as our team continues to grow.</p>
<p>Above all, you’re a creative problem solver: able to devise and deliver practical, maintainable software that addresses Atlantic staffers’ and readers’ needs.</p>
<p><strong>Primary Responsibilities:</strong></p>
<ul>
<li>Implement new features for TheAtlantic.com and CityLab.com where they will be viewed by millions of people</li>
<li>Champion ways to improve our front end tech stack, including tooling, unit testing, and architecture</li>
<li>Collaborate with team members to plan projects, creating technical road maps and breaking projects up into individual tasks as necessary</li>
<li>Mentor junior developers and act as a subject expert</li>
<li>Thinks strategically and systematically when planning or coding a project, always keeping in mind long term maintainability</li>
<li>Work to continually reduce our front end website load time</li>
<li>Communicate and collaborate with both technical and non-technical members of the team</li>
</ul>
<p><strong>Requirements:</strong>
-Experience architecting a front end codebase at scale
-Strong technical and non-technical communication skills
-Able to write semantic and accessible markup that our growing team can easily maintain and iterate with
-Able to look at a design and break it into well organized reusable components
-Comfortable with Git for version control
-Effective time management when working on multiple projects
-Passionate about front end performance with up-to-date knowledge of current techniques
-Familiar with Node.js
-Knowledgeable about modern JavaScript frameworks but comfortable working in vanilla JS as appropriate
-Able to provide a code sample demonstrating expertise at writing and organizing CSS, HTML, and JavaScript suitable for a complex, fast-changing website</p>
<p><strong>Benefits</strong></p>
<p>Employees at The Atlantic are entitled to benefits including: 401(k) savings plan with employer match, health care with domestic partner coverage, flexible vacation and sick leave policy, commuter benefits, and rooftop happy hours with one of the best views in DC.</p>
<p><strong>Atlantic Media Values:</strong></p>
<p>Across Atlantic Media, generally, the firm looks for two “pillar gifts” in you, and everyone else.  In all of us, these are more aspirational than actual, but they are central in our intentions –</p>
<ul>
<li>
<strong>Force of Ideas</strong>: At the center of Atlantic Media work are the ideas within our writing. We believe that ideas – to the good and not – have consequence. Our highest work is bringing rigor, insight, intellectual integrity, to that ultimate purpose of separating the bad from the good, and giving voice to the latter.</li>
<li>
<strong>Spirit of Generosity</strong>: Atlantic Media seeks in its ranks those with natural disposition toward service and selfless conduct. Atlantic Media writing should be cut from the same cloth – critical on the merits, but informed by charity and forbearance in measuring motive and personal character.</li>
</ul>
<p><em>Atlantic Media is an EOE of Minorities/Women/Vets/Disability.</em></p>
<p>Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.</p>
",http://theatlantic.com,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdEpXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d395d665d7dd3f82d64d22e06b39f41ba13e36c9/f749e401-94c5-477e-8c8b-fb68335e240b,40.731626,-73.999108
70,NBCUniversal,,Full Time,,,,,34.1391364,-118.3542772
71,NBCUniversal,,Full Time,,,https://www.nbcunicareers.com/,,34.1391364,-118.3542772
72,NBCUniversal,"Universal City, CA",Full Time,,,https://www.nbcunicareers.com/,,34.1391364,-118.3542772
73,NBCUniversal,"Universal City, CA",Full Time,Media Software Engineer,,https://www.nbcunicareers.com/,,34.1391364,-118.3542772
74,NBCUniversal,"Universal City, CA",Full Time,Media Software Engineer,"<p>Responsibilities :</p>
<p>Coding at the component level and works under minimal supervision.
Asset Management System Administration with systems, applications and service integrations.
Provide proactive, regular, and professional-level communication with clients and team members alike
Manage system integration with 3rd party providers.
Provide usage reports and track key metrics as required.
Ensure delivered solutions enable the organization to manage the asset portfolio with respect to risk, cost, control, governance, compliance and business performance objectives
Collaborate with stakeholders, developers, and system teams to design and maintain automation and deployment tools
Assist project and technology teams in troubleshooting systems
Create dashboards and other tools for Project, Operations and Engineering teams to use in day-to-day monitoring and troubleshooting and enhance operational transparency within business units
Follow Security Best Practices
Occasional after hour support based on upgrades, new deployments and high-profile campaigns and/or market critical events.</p>
<p>Job Requirements</p>
<p>Knowledge/experience in relevant technologies, such as:
XML Scripting
Java/JavaScript
JSON Messaging
HTTP Protocol
Web Services (SOAP &amp; REST)
Python, Ruby, Perl, and Smalltalk or other scripting languages preferred
Familiarity with ELK Stack (Prometheus) preferred
Amazon Web Services technologies experience preferred
Asset Management Systems
Solid interpersonal skills with the ability to communicate and present to all levels of the organization and with external parties
Self-directed, highly motivated individual who can effectively manage multiple activities, pay attention to detail and a focus on continuous improvement.
High degree of professionalism</p>
<p>Desired Characteristics</p>
<p>Scope of activities within projects include:
Business requirements, documentation &amp; gap analysis
Coordination of connectivity setup
Technical implementation/provisioning
Develop test plans, procedures and scripting for new workflows, integration and automated UI testing
Understand Process flow and data mapping
Data preparation, deployment and analysis
Web services development
Application knowledge: Orchestration tools, Workflow Engines, Search Engines, BPM and transcoding.
Database experience and network administration</p>
",https://www.nbcunicareers.com/,,34.1391364,-118.3542772
75,NBCUniversal,"Universal City, CA",Full Time,Media Software Engineer,"<p>Responsibilities :</p>
<p>Coding at the component level and works under minimal supervision.
Asset Management System Administration with systems, applications and service integrations.
Provide proactive, regular, and professional-level communication with clients and team members alike
Manage system integration with 3rd party providers.
Provide usage reports and track key metrics as required.
Ensure delivered solutions enable the organization to manage the asset portfolio with respect to risk, cost, control, governance, compliance and business performance objectives
Collaborate with stakeholders, developers, and system teams to design and maintain automation and deployment tools
Assist project and technology teams in troubleshooting systems
Create dashboards and other tools for Project, Operations and Engineering teams to use in day-to-day monitoring and troubleshooting and enhance operational transparency within business units
Follow Security Best Practices
Occasional after hour support based on upgrades, new deployments and high-profile campaigns and/or market critical events.</p>
<p>Job Requirements</p>
<p>Knowledge/experience in relevant technologies, such as:
XML Scripting
Java/JavaScript
JSON Messaging
HTTP Protocol
Web Services (SOAP &amp; REST)
Python, Ruby, Perl, and Smalltalk or other scripting languages preferred
Familiarity with ELK Stack (Prometheus) preferred
Amazon Web Services technologies experience preferred
Asset Management Systems
Solid interpersonal skills with the ability to communicate and present to all levels of the organization and with external parties
Self-directed, highly motivated individual who can effectively manage multiple activities, pay attention to detail and a focus on continuous improvement.
High degree of professionalism</p>
<p>Desired Characteristics</p>
<p>Scope of activities within projects include:
Business requirements, documentation &amp; gap analysis
Coordination of connectivity setup
Technical implementation/provisioning
Develop test plans, procedures and scripting for new workflows, integration and automated UI testing
Understand Process flow and data mapping
Data preparation, deployment and analysis
Web services development
Application knowledge: Orchestration tools, Workflow Engines, Search Engines, BPM and transcoding.
Database experience and network administration</p>
",https://www.nbcunicareers.com/,,34.1391364,-118.3542772
76,NBCUniversal,"Universal City, CA",Full Time,Media Software Engineer,"<p>Responsibilities :</p>
<p>Coding at the component level and works under minimal supervision.
Asset Management System Administration with systems, applications and service integrations.
Provide proactive, regular, and professional-level communication with clients and team members alike
Manage system integration with 3rd party providers.
Provide usage reports and track key metrics as required.
Ensure delivered solutions enable the organization to manage the asset portfolio with respect to risk, cost, control, governance, compliance and business performance objectives
Collaborate with stakeholders, developers, and system teams to design and maintain automation and deployment tools
Assist project and technology teams in troubleshooting systems
Create dashboards and other tools for Project, Operations and Engineering teams to use in day-to-day monitoring and troubleshooting and enhance operational transparency within business units
Follow Security Best Practices
Occasional after hour support based on upgrades, new deployments and high-profile campaigns and/or market critical events.</p>
<p>Job Requirements</p>
<p>Knowledge/experience in relevant technologies, such as:
XML Scripting
Java/JavaScript
JSON Messaging
HTTP Protocol
Web Services (SOAP &amp; REST)
Python, Ruby, Perl, and Smalltalk or other scripting languages preferred
Familiarity with ELK Stack (Prometheus) preferred
Amazon Web Services technologies experience preferred
Asset Management Systems
Solid interpersonal skills with the ability to communicate and present to all levels of the organization and with external parties
Self-directed, highly motivated individual who can effectively manage multiple activities, pay attention to detail and a focus on continuous improvement.
High degree of professionalism</p>
<p>Desired Characteristics</p>
<p>Scope of activities within projects include:
Business requirements, documentation &amp; gap analysis
Coordination of connectivity setup
Technical implementation/provisioning
Develop test plans, procedures and scripting for new workflows, integration and automated UI testing
Understand Process flow and data mapping
Data preparation, deployment and analysis
Web services development
Application knowledge: Orchestration tools, Workflow Engines, Search Engines, BPM and transcoding.
Database experience and network administration</p>
",https://www.nbcunicareers.com/,,34.1391364,-118.3542772
83,Signature Consulting Group,"Raleigh, NC",Full Time,,,,,35.768566,-82.208413
84,Signature Consulting Group,"Raleigh, NC",Full Time,Sr. PHP/Drupal Developer,,,,35.768566,-82.208413
85,Signature Consulting Group,"Raleigh, NC",Full Time,Sr. PHP/Drupal Developer,"<p>Job Summary:</p>
<p>This role will support the conversion from Percussion (CMS) to Drupal.
This role will also develop new applications in PHP.
The role will convert existing applications written in other technologies to PHP.</p>
<p>Job Responsibilities:</p>
<p>Work collaboratively with the design and account teams to build client sites and applications.
Clearly communicate technical challenges to those with less technical knowledge in service of a great end product.
Build, test and deploy feature additions for existing Drupal sites with a strong eye for detail, test performance and cross-browser compliance.</p>
<p>Job Qualifications:</p>
<p>6 to 8 years experience with Drupal or another PHP framework/CMS.
Mastery of web fundamentals, like HTML/CSS, strong knowledge of Javascript.
Strong working knowledge of PHP and MySQL.
Experience with command line tools and applications.
Strong working knowledge of Git.
Very comfortable setting up and troubleshooting local environments.
Bonus for experience with custom Drupal module development, Google Analytics, technical writing and/or technical architecture.</p>
<p>Job Qualifications Optional</p>
<p>Experiences with both Oracle and MySQL</p>
<p>Educational Requirements</p>
<p>A bachelor's degree in Computer science or other technical degree, or equivalent years of experience.</p>
",,,35.768566,-82.208413
