,Company,Location,Type,Title,Description,Company_url,Company_logo,Latitude,Longitude
92,Bio-Rad Laboratories,,Full Time,,,,,33.648972,-117.7175598
93,Bio-Rad Laboratories,,Full Time,,,http://www.bio-rad.com,,33.648972,-117.7175598
94,Bio-Rad Laboratories,"Pleasanton, CA",Full Time,,,http://www.bio-rad.com,,37.639215,-121.867537
95,Bio-Rad Laboratories,"Pleasanton, CA",Full Time,Backend Web Developer (Software Developer III Non-IT),,http://www.bio-rad.com,,37.639215,-121.867537
96,Bio-Rad Laboratories,"Pleasanton, CA",Full Time,Backend Web Developer (Software Developer III Non-IT),"<p>Backend Web Developer (Software Developer III Non-IT)
Bio-Rad Laboratories</p>
<p>Overview
Who We Are and What We Do</p>
<p>Bio-Rad is an established Fortune 1000 biotech company that creates products that help people live longer, healthier lives. Bio-Rad’s Digital Biology Group (DBG) in Pleasanton makes products (including data products) that are helping to eradicate cancer (among other things). We’ve worked hard at building a great culture here at the DBG that cultivates collaboration and innovation, and people are honestly really passionate about what they do here. Check Us Out</p>
<p>What We Are Looking For</p>
<p>A solid backend developer who will develop and own our cloud-based applications and platform for all our data products at the DBG. Are you passionate about delivering highly scalable and reusable code? Does driving and influencing cloud strategy at a Fortune 1000 company excite you?</p>
<p>Responsibilities</p>
<ul>
<li>Be one of the founding members of our new cloud data platform.</li>
<li>Work in a collaborative environment to apply well architected solutions within this space.</li>
<li>Architect complex business logic and features to add to our web based applications from concept to implementation.</li>
<li>Work alongside Scientists, Marketing, and R&amp;D Engineers through the Product Development life cycle and beyond.</li>
<li>Develop / Improve the core infrastructure for high scalability.</li>
<li>Working with an awesome group of humble, (super smart), hardworking team players that own their technical debt and slay it.</li>
</ul>
<p>Qualifications</p>
<ul>
<li>5+ years’ experience as a Software Developer.</li>
<li>Hands-on development experience with Python, Flask and Java in Linux environments.</li>
<li>Have successfully built scalable APIs according to best practices.</li>
<li>Experience with MySql, NoSQL databases, familiarity with Spark or Redshift Data warehousing.</li>
<li>Experience with Cloud Hosting (AWS preferred).</li>
<li>Quick learner with the ability to understand complex workflows and develop and validate innovative solutions to solve difficult problems.</li>
<li>Experienced with test automation: TDD, unit/integration/functional testing.</li>
<li>Experienced implementation efforts following an Agile software development lifecycle approach.</li>
<li>Excellent communication skills, both written and verbal.</li>
<li>A team-oriented contributor that aims to enhance the effectiveness of their colleagues.</li>
</ul>
<p>About Bio-Rad:</p>
<p>Bio-Rad is a global leader providing a broad array of clinical diagnostics and life science research products. With a team of more than 7,800 employees and a global network of operations serving our customers, we help people live longer, healthier lives.</p>
<p>Bio-Rad was founded over six decades ago and has continued to provide the healthcare industry with innovative and useful products that help life science researchers accelerate the discovery process and medical diagnostic labs obtain faster, better results.</p>
<p>EEO/AA Employer/Veterans/Disabled/Race/Ethnicity/Gender/Age</p>
<p>Agency Non-Solicitation:</p>
<p>Bio-Rad does not accept agency resumes, unless the agency has been authorized by a Bio-Rad Recruiting Representative. Please do not submit resumes unless authorized to do so. Bio-Rad will not pay for any fees related to unsolicited resumes.</p>
",http://www.bio-rad.com,,37.639215,-121.867537
97,Bio-Rad Laboratories,"Pleasanton, CA",Full Time,Backend Web Developer (Software Developer III Non-IT),"<p>Backend Web Developer (Software Developer III Non-IT)
Bio-Rad Laboratories</p>
<p>Overview
Who We Are and What We Do</p>
<p>Bio-Rad is an established Fortune 1000 biotech company that creates products that help people live longer, healthier lives. Bio-Rad’s Digital Biology Group (DBG) in Pleasanton makes products (including data products) that are helping to eradicate cancer (among other things). We’ve worked hard at building a great culture here at the DBG that cultivates collaboration and innovation, and people are honestly really passionate about what they do here. Check Us Out</p>
<p>What We Are Looking For</p>
<p>A solid backend developer who will develop and own our cloud-based applications and platform for all our data products at the DBG. Are you passionate about delivering highly scalable and reusable code? Does driving and influencing cloud strategy at a Fortune 1000 company excite you?</p>
<p>Responsibilities</p>
<ul>
<li>Be one of the founding members of our new cloud data platform.</li>
<li>Work in a collaborative environment to apply well architected solutions within this space.</li>
<li>Architect complex business logic and features to add to our web based applications from concept to implementation.</li>
<li>Work alongside Scientists, Marketing, and R&amp;D Engineers through the Product Development life cycle and beyond.</li>
<li>Develop / Improve the core infrastructure for high scalability.</li>
<li>Working with an awesome group of humble, (super smart), hardworking team players that own their technical debt and slay it.</li>
</ul>
<p>Qualifications</p>
<ul>
<li>5+ years’ experience as a Software Developer.</li>
<li>Hands-on development experience with Python, Flask and Java in Linux environments.</li>
<li>Have successfully built scalable APIs according to best practices.</li>
<li>Experience with MySql, NoSQL databases, familiarity with Spark or Redshift Data warehousing.</li>
<li>Experience with Cloud Hosting (AWS preferred).</li>
<li>Quick learner with the ability to understand complex workflows and develop and validate innovative solutions to solve difficult problems.</li>
<li>Experienced with test automation: TDD, unit/integration/functional testing.</li>
<li>Experienced implementation efforts following an Agile software development lifecycle approach.</li>
<li>Excellent communication skills, both written and verbal.</li>
<li>A team-oriented contributor that aims to enhance the effectiveness of their colleagues.</li>
</ul>
<p>About Bio-Rad:</p>
<p>Bio-Rad is a global leader providing a broad array of clinical diagnostics and life science research products. With a team of more than 7,800 employees and a global network of operations serving our customers, we help people live longer, healthier lives.</p>
<p>Bio-Rad was founded over six decades ago and has continued to provide the healthcare industry with innovative and useful products that help life science researchers accelerate the discovery process and medical diagnostic labs obtain faster, better results.</p>
<p>EEO/AA Employer/Veterans/Disabled/Race/Ethnicity/Gender/Age</p>
<p>Agency Non-Solicitation:</p>
<p>Bio-Rad does not accept agency resumes, unless the agency has been authorized by a Bio-Rad Recruiting Representative. Please do not submit resumes unless authorized to do so. Bio-Rad will not pay for any fees related to unsolicited resumes.</p>
",http://www.bio-rad.com,,37.639215,-121.867537
98,Bio-Rad Laboratories,"Pleasanton, CA",Full Time,Backend Web Developer (Software Developer III Non-IT),"<p>Backend Web Developer (Software Developer III Non-IT)
Bio-Rad Laboratories</p>
<p>Overview
Who We Are and What We Do</p>
<p>Bio-Rad is an established Fortune 1000 biotech company that creates products that help people live longer, healthier lives. Bio-Rad’s Digital Biology Group (DBG) in Pleasanton makes products (including data products) that are helping to eradicate cancer (among other things). We’ve worked hard at building a great culture here at the DBG that cultivates collaboration and innovation, and people are honestly really passionate about what they do here. Check Us Out</p>
<p>What We Are Looking For</p>
<p>A solid backend developer who will develop and own our cloud-based applications and platform for all our data products at the DBG. Are you passionate about delivering highly scalable and reusable code? Does driving and influencing cloud strategy at a Fortune 1000 company excite you?</p>
<p>Responsibilities</p>
<ul>
<li>Be one of the founding members of our new cloud data platform.</li>
<li>Work in a collaborative environment to apply well architected solutions within this space.</li>
<li>Architect complex business logic and features to add to our web based applications from concept to implementation.</li>
<li>Work alongside Scientists, Marketing, and R&amp;D Engineers through the Product Development life cycle and beyond.</li>
<li>Develop / Improve the core infrastructure for high scalability.</li>
<li>Working with an awesome group of humble, (super smart), hardworking team players that own their technical debt and slay it.</li>
</ul>
<p>Qualifications</p>
<ul>
<li>5+ years’ experience as a Software Developer.</li>
<li>Hands-on development experience with Python, Flask and Java in Linux environments.</li>
<li>Have successfully built scalable APIs according to best practices.</li>
<li>Experience with MySql, NoSQL databases, familiarity with Spark or Redshift Data warehousing.</li>
<li>Experience with Cloud Hosting (AWS preferred).</li>
<li>Quick learner with the ability to understand complex workflows and develop and validate innovative solutions to solve difficult problems.</li>
<li>Experienced with test automation: TDD, unit/integration/functional testing.</li>
<li>Experienced implementation efforts following an Agile software development lifecycle approach.</li>
<li>Excellent communication skills, both written and verbal.</li>
<li>A team-oriented contributor that aims to enhance the effectiveness of their colleagues.</li>
</ul>
<p>About Bio-Rad:</p>
<p>Bio-Rad is a global leader providing a broad array of clinical diagnostics and life science research products. With a team of more than 7,800 employees and a global network of operations serving our customers, we help people live longer, healthier lives.</p>
<p>Bio-Rad was founded over six decades ago and has continued to provide the healthcare industry with innovative and useful products that help life science researchers accelerate the discovery process and medical diagnostic labs obtain faster, better results.</p>
<p>EEO/AA Employer/Veterans/Disabled/Race/Ethnicity/Gender/Age</p>
<p>Agency Non-Solicitation:</p>
<p>Bio-Rad does not accept agency resumes, unless the agency has been authorized by a Bio-Rad Recruiting Representative. Please do not submit resumes unless authorized to do so. Bio-Rad will not pay for any fees related to unsolicited resumes.</p>
",http://www.bio-rad.com,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBanhXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--405fc0cd9aa563ecebeb8a7c041756da5d943aa1/9cdade0a-86e8-468a-855c-c5e820ec6520,37.639215,-121.867537
103,Game Closure,,Full Time,,,,,37.3902897,-122.0805114
104,Game Closure,,Full Time,,,https://www.gameclosure.com,,37.3902897,-122.0805114
105,Game Closure,Tokyo // Mountain View // Eugene,Full Time,,,https://www.gameclosure.com,,44.05207,-123.08675
106,Game Closure,Tokyo // Mountain View // Eugene,Full Time,Systems Engineer,,https://www.gameclosure.com,,44.05207,-123.08675
107,Game Closure,Tokyo // Mountain View // Eugene,Full Time,Systems Engineer,"<p>Game Closure is on the hunt for Systems Engineers to help us build the social games that guide the development of our mobile game engine. We are a 70 ­strong and growing team with offices in Mountain View, California, Oregon and Tokyo, Japan. If you want to join us to make great games on our cutting­ edge technology and truly make an impact, then we want to talk to you!</p>
<p>As a Systems Engineer at Game Closure, you will play a pivotal role in creating a platform to revolutionize the mobile game development industry. Our engineers are generally amazing at something and great at everything else. We write cross-­compilers, custom browsers, ARM7 assembly, GPU shaders, Node.js &amp; Python back­ends, JavaScript game APIs and tools, and whatever else it takes. No matter what you work on each day, you will work with the best engineers in the world; we have top talent in every part of our stack.</p>
<p>The Role:</p>
<ul>
<li>Be a key member of a high performing software engineering team.</li>
<li>Play a critical role in day-­to-­day coding, performance profiling, optimization, and general troubleshooting.</li>
<li>Collaborate with design, engineering, and production teams to devise optimal engineering solutions to game requirements.</li>
<li>Architect and code sophisticated client/server systems for mobile gaming.</li>
<li>Learn from and mentor other engineers on your team.</li>
<li>Take ownership of your projects to make them the best they can possibly be.</li>
<li>Provide valuable input on the company's long-term engineering roadmap and help identify areas of opportunity for improvement.</li>
<li>Define the cutting edge of social gaming!</li>
</ul>
<p>Desired Skills:</p>
<ul>
<li>Bachelor's degree in Computer Science or related field, or equivalent experience.</li>
<li>3+ years of professional software engineering experience.</li>
<li>Experience writing clean, testable, high­-quality code with a special focus on mobile performance.</li>
<li>Solid familiarity with 3rd party SDKs, analytics, and A/B testing in mobile games.</li>
<li>Ability to interact with peers in a constructive and productive style.</li>
<li>Strong Computer Science fundamentals in object­-oriented design, algorithms, and data structures.</li>
<li>Familiarity with git, svn, or other VCS.</li>
<li>Good communication skills and the ability to work effectively on shared projects with designers, artists, testers, product managers, and other developers.</li>
<li>Strong team player with a positive attitude.</li>
</ul>
<p>Bonus:</p>
<ul>
<li>Canvas animation work</li>
<li>2+ years of game development experience with multiple shipped titles</li>
<li>Both Android and iOS game development experience</li>
<li>Specialized skills in a particular area of game development (for example: UI, Physics, graphics, multiplayer, game logic, etc.)</li>
</ul>
",https://www.gameclosure.com,,44.05207,-123.08675
108,Game Closure,Tokyo // Mountain View // Eugene,Full Time,Systems Engineer,"<p>Game Closure is on the hunt for Systems Engineers to help us build the social games that guide the development of our mobile game engine. We are a 70 ­strong and growing team with offices in Mountain View, California, Oregon and Tokyo, Japan. If you want to join us to make great games on our cutting­ edge technology and truly make an impact, then we want to talk to you!</p>
<p>As a Systems Engineer at Game Closure, you will play a pivotal role in creating a platform to revolutionize the mobile game development industry. Our engineers are generally amazing at something and great at everything else. We write cross-­compilers, custom browsers, ARM7 assembly, GPU shaders, Node.js &amp; Python back­ends, JavaScript game APIs and tools, and whatever else it takes. No matter what you work on each day, you will work with the best engineers in the world; we have top talent in every part of our stack.</p>
<p>The Role:</p>
<ul>
<li>Be a key member of a high performing software engineering team.</li>
<li>Play a critical role in day-­to-­day coding, performance profiling, optimization, and general troubleshooting.</li>
<li>Collaborate with design, engineering, and production teams to devise optimal engineering solutions to game requirements.</li>
<li>Architect and code sophisticated client/server systems for mobile gaming.</li>
<li>Learn from and mentor other engineers on your team.</li>
<li>Take ownership of your projects to make them the best they can possibly be.</li>
<li>Provide valuable input on the company's long-term engineering roadmap and help identify areas of opportunity for improvement.</li>
<li>Define the cutting edge of social gaming!</li>
</ul>
<p>Desired Skills:</p>
<ul>
<li>Bachelor's degree in Computer Science or related field, or equivalent experience.</li>
<li>3+ years of professional software engineering experience.</li>
<li>Experience writing clean, testable, high­-quality code with a special focus on mobile performance.</li>
<li>Solid familiarity with 3rd party SDKs, analytics, and A/B testing in mobile games.</li>
<li>Ability to interact with peers in a constructive and productive style.</li>
<li>Strong Computer Science fundamentals in object­-oriented design, algorithms, and data structures.</li>
<li>Familiarity with git, svn, or other VCS.</li>
<li>Good communication skills and the ability to work effectively on shared projects with designers, artists, testers, product managers, and other developers.</li>
<li>Strong team player with a positive attitude.</li>
</ul>
<p>Bonus:</p>
<ul>
<li>Canvas animation work</li>
<li>2+ years of game development experience with multiple shipped titles</li>
<li>Both Android and iOS game development experience</li>
<li>Specialized skills in a particular area of game development (for example: UI, Physics, graphics, multiplayer, game logic, etc.)</li>
</ul>
",https://www.gameclosure.com,,44.05207,-123.08675
109,Game Closure,Tokyo // Mountain View // Eugene,Full Time,Systems Engineer,"<p>Game Closure is on the hunt for Systems Engineers to help us build the social games that guide the development of our mobile game engine. We are a 70 ­strong and growing team with offices in Mountain View, California, Oregon and Tokyo, Japan. If you want to join us to make great games on our cutting­ edge technology and truly make an impact, then we want to talk to you!</p>
<p>As a Systems Engineer at Game Closure, you will play a pivotal role in creating a platform to revolutionize the mobile game development industry. Our engineers are generally amazing at something and great at everything else. We write cross-­compilers, custom browsers, ARM7 assembly, GPU shaders, Node.js &amp; Python back­ends, JavaScript game APIs and tools, and whatever else it takes. No matter what you work on each day, you will work with the best engineers in the world; we have top talent in every part of our stack.</p>
<p>The Role:</p>
<ul>
<li>Be a key member of a high performing software engineering team.</li>
<li>Play a critical role in day-­to-­day coding, performance profiling, optimization, and general troubleshooting.</li>
<li>Collaborate with design, engineering, and production teams to devise optimal engineering solutions to game requirements.</li>
<li>Architect and code sophisticated client/server systems for mobile gaming.</li>
<li>Learn from and mentor other engineers on your team.</li>
<li>Take ownership of your projects to make them the best they can possibly be.</li>
<li>Provide valuable input on the company's long-term engineering roadmap and help identify areas of opportunity for improvement.</li>
<li>Define the cutting edge of social gaming!</li>
</ul>
<p>Desired Skills:</p>
<ul>
<li>Bachelor's degree in Computer Science or related field, or equivalent experience.</li>
<li>3+ years of professional software engineering experience.</li>
<li>Experience writing clean, testable, high­-quality code with a special focus on mobile performance.</li>
<li>Solid familiarity with 3rd party SDKs, analytics, and A/B testing in mobile games.</li>
<li>Ability to interact with peers in a constructive and productive style.</li>
<li>Strong Computer Science fundamentals in object­-oriented design, algorithms, and data structures.</li>
<li>Familiarity with git, svn, or other VCS.</li>
<li>Good communication skills and the ability to work effectively on shared projects with designers, artists, testers, product managers, and other developers.</li>
<li>Strong team player with a positive attitude.</li>
</ul>
<p>Bonus:</p>
<ul>
<li>Canvas animation work</li>
<li>2+ years of game development experience with multiple shipped titles</li>
<li>Both Android and iOS game development experience</li>
<li>Specialized skills in a particular area of game development (for example: UI, Physics, graphics, multiplayer, game logic, etc.)</li>
</ul>
",https://www.gameclosure.com,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBamRXIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a58c79dfaea2375731d403d9d9f6a1e95f5d3407/0e7a7952-d150-4ac5-b78f-1cd813de1d40,44.05207,-123.08675
114,Game Closure,,Full Time,,,,,37.3902897,-122.0805114
115,Game Closure,,Full Time,,,https://www.gameclosure.com,,37.3902897,-122.0805114
116,Game Closure,Tokyo // Mountain View // Eugene,Full Time,,,https://www.gameclosure.com,,44.05207,-123.08675
117,Game Closure,Tokyo // Mountain View // Eugene,Full Time,Game Engineer (HTML5),,https://www.gameclosure.com,,44.05207,-123.08675
